ORTHO,PHON,GPMATCH
héritière,eRitjER,(h-#.é-e.r-R.i-i.t-t.i-j.è-E.r-R.e-#)
hermétique,ERmetik,(h-#.e-E.r-R.m-m.é-e.t-t.i-i.qu-k.e-#)
hermétiques,ERmetik,(h-#.e-E.r-R.m-m.é-e.t-t.i-i.qu-k.e-#.s-#)
hermine,ERmin,(h-#.e-E.r-R.m-m.i-i.n-n.e-#)
hermine,ERmin,(h-#.e-E.r-R.m-m.i-i.n-n.e-#)
hermines,ERmin,(h-#.e-E.r-R.m-m.i-i.n-n.e-#.s-#)
hernie,ERni,(h-#.e-E.r-R.n-n.i-i.e-#)
héroïne,eRoin,(h-#.é-e.r-R.o-o.ï-i.n-n.e-#)
héroïnes,eRoin,(h-#.é-e.r-R.o-o.ï-i.n-n.e-#.s-#)
héroïque,eRoik,(h-#.é-e.r-R.o-o.ï-i.qu-k.e-#)
héroïquement,eRoikm@,(h-#.é-e.r-R.o-o.ï-i.qu-k.e-#.m-m.en-@.t-#)
héroïques,eRoik,(h-#.é-e.r-R.o-o.ï-i.qu-k.e-#.s-#)
héron,eR§,(h-#.é-e.r-R.on-§)
hérons,eR§,(h-#.é-e.r-R.on-§.s-#)
héros,eRO,(h-#.é-e.r-R.o-O.s-#)
herpine,ERpin,(h-#.e-E.r-R.p-p.i-i.n-n.e-#)
herse,ERs%,(h-#.e-E.r-R.s-s.e-%)
hersé,ERse,(h-#.e-E.r-R.s-s.é-e)
herser,ERse,(h-#.e-E.r-R.s-s.er-e)
hervé,ERve,(h-#.e-E.r-R.v-v.é-e)
hésita,ezita,(h-#.é-e.s-z.i-i.t-t.a-a)
hésitai,ezitE,(h-#.é-e.s-z.i-i.t-t.ai-E)
hésitaient,ezitE,(h-#.é-e.s-z.i-i.t-t.ai-E.e-#.n-#.t-#)
hésitais,ezitE,(h-#.é-e.s-z.i-i.t-t.ai-E.s-#)
hésitait,ezitE,(h-#.é-e.s-z.i-i.t-t.ai-E.t-#)
hésitant,ezit@,(h-#.é-e.s-z.i-i.t-t.an-@.t-#)
hésitant,ezit@,(h-#.é-e.s-z.i-i.t-t.an-@.t-#)
hésitante,ezit@t,(h-#.é-e.s-z.i-i.t-t.an-@.t-t.e-#)
hésitantes,ezit@t,(h-#.é-e.s-z.i-i.t-t.an-@.t-t.e-#.s-#)
hésitants,ezit@,(h-#.é-e.s-z.i-i.t-t.an-@.t-#.s-#)
hésitation,ezitasj§,(h-#.é-e.s-z.i-i.t-t.a-a.t-s.i-j.on-§)
hésitations,ezitasj§,(h-#.é-e.s-z.i-i.t-t.a-a.t-s.i-j.on-§.s-#)
hésite,ezit,(h-#.é-e.s-z.i-i.t-t.e-#)
hésité,ezite,(h-#.é-e.s-z.i-i.t-t.é-e)
hésitent,ezit,(h-#.é-e.s-z.i-i.t-t.e-#.n-#.t-#)
hésiter,ezite,(h-#.é-e.s-z.i-i.t-t.er-e)
hésitera,ezitRa,(h-#.é-e.s-z.i-i.t-t.e-#.r-R.a-a)
hésiterai,ezitRE,(h-#.é-e.s-z.i-i.t-t.e-#.r-R.ai-E)
hésiteraient,ezitRE,(h-#.é-e.s-z.i-i.t-t.e-#.r-R.ai-E.e-#.n-#.t-#)
hésitèrent,ezitER,(h-#.é-e.s-z.i-i.t-t.è-E.r-R.e-#.n-#.t-#)
hésites,ezit,(h-#.é-e.s-z.i-i.t-t.e-#.s-#)
hésitez,ezite,(h-#.é-e.s-z.i-i.t-t.ez-e)
hétéroclites,eteRoklit,(h-#.é-e.t-t.é-e.r-R.o-o.c-k.l-l.i-i.t-t.e-#.s-#)
hêtraie,EtRE,(h-#.ê-E.t-t.r-R.ai-E.e-#)
hêtre,EtR%,(h-#.ê-E.t-t.r-R.e-%)
hêtres,EtR%,(h-#.ê-E.t-t.r-R.e-%.s-#)
heure,9R,(h-#.eu-9.r-R.e-#)
heures,9R,(h-#.eu-9.r-R.e-#.s-#)
heureuse,9R9z,(h-#.eu-9.r-R.eu-9.s-z.e-#)
heureusement,9R9zm@,(h-#.eu-9.r-R.eu-9.s-z.e-#.m-m.en-@.t-#)
heureuses,9R9z,(h-#.eu-9.r-R.eu-9.s-z.e-#.s-#)
heureux,9R9,(h-#.eu-9.r-R.eu-9.x-#)
heurt,9R,(h-#.eu-9.r-R.t-#)
heurta,9Rta,(h-#.eu-9.r-R.t-t.a-a)
heurtai,9RtE,(h-#.eu-9.r-R.t-t.ai-E)
heurtaient,9RtE,(h-#.eu-9.r-R.t-t.ai-E.e-#.n-#.t-#)
heurtait,9RtE,(h-#.eu-9.r-R.t-t.ai-E.t-#)
heurtant,9Rt@,(h-#.eu-9.r-R.t-t.an-@.t-#)
heurte,9Rt%,(h-#.eu-9.r-R.t-t.e-%)
heurté,9Rte,(h-#.eu-9.r-R.t-t.é-e)
heurtée,9Rte,(h-#.eu-9.r-R.t-t.é-e.e-#)
heurtées,9Rte,(h-#.eu-9.r-R.t-t.é-e.e-#.s-#)
heurter,9Rte,(h-#.eu-9.r-R.t-t.er-e)
heurtés,9Rte,(h-#.eu-9.r-R.t-t.é-e.s-#)
heurtoir,9RtwaR,(h-#.eu-9.r-R.t-t.oi-wa.r-R)
heurtons,9Rt§,(h-#.eu-9.r-R.t-t.on-§.s-#)
heurts,9R,(h-#.eu-9.r-R.t-#.s-#)
hexagone,Egzagon,(h-#.e-E.x-gz.a-a.g-g.o-o.n-n.e-#)
hibernaient,ibERnE,(h-#.i-i.b-b.e-E.r-R.n-n.ai-E.e-#.n-#.t-#)
hiberne,ibERn%,(h-#.i-i.b-b.e-E.r-R.n-n.e-%)
hibernent,ibERn%,(h-#.i-i.b-b.e-E.r-R.n-n.e-%.n-#.t-#)
hiberner,ibERne,(h-#.i-i.b-b.e-E.r-R.n-n.er-e)
hibernera,ibERnRa,(h-#.i-i.b-b.e-E.r-R.n-n.e-#.r-R.a-a)
hibou,ibu,(h-#.i-i.b-b.ou-u)
hiboux,ibu,(h-#.i-i.b-b.ou-u.x-#)
hic,ik,(h-#.i-i.c-k)
hideuse,id9z,(h-#.i-i.d-d.eu-9.s-z.e-#)
hideux,id9,(h-#.i-i.d-d.eu-9.x-#)
hie,i,(h-#.i-i.e-#)
hier,jER,(h-#.i-j.er-ER)
hilare,ilaR,(h-#.i-i.l-l.a-a.r-R.e-#)
hiles,il,(h-#.i-i.l-l.e-#.s-#)
himalaya,imalaja,(h-#.i-i.m-m.a-a.l-l.ay-aj.a-a)
hindi,indi,(h-#.in-in.d-d.i-i)
hindou,5du,(h-#.in-5.d-d.ou-u)
hindou,5du,(h-#.in-5.d-d.ou-u)
hindoue,5du,(h-#.in-5.d-d.ou-u.e-#)
hindous,5du,(h-#.in-5.d-d.ou-u.s-#)
hippique,ipik,(h-#.i-i.pp-p.i-i.qu-k.e-#)
hippocampe,ipok@p,(h-#.i-i.pp-p.o-o.c-k.am-@.p-p.e-#)
hippocampes,ipok@p,(h-#.i-i.pp-p.o-o.c-k.am-@.p-p.e-#.s-#)
hippodrome,ipodROm,(h-#.i-i.pp-p.o-o.d-d.r-R.o-O.m-m.e-#)
hippopotame,ipopotam,(h-#.i-i.pp-p.o-o.p-p.o-o.t-t.a-a.m-m.e-#)
hippopotames,ipopotam,(h-#.i-i.pp-p.o-o.p-p.o-o.t-t.a-a.m-m.e-#.s-#)
hirondelle,iR§dEl,(h-#.i-i.r-R.on-§.d-d.e-E.ll-l.e-#)
hirondelles,iR§dEl,(h-#.i-i.r-R.on-§.d-d.e-E.ll-l.e-#.s-#)
hirsute,iRsyt,(h-#.i-i.r-R.s-s.u-y.t-t.e-#)
hirsutes,iRsyt,(h-#.i-i.r-R.s-s.u-y.t-t.e-#.s-#)
hissa,isa,(h-#.i-i.ss-s.a-a)
hissai,isE,(h-#.i-i.ss-s.ai-E)
hissait,isE,(h-#.i-i.ss-s.ai-E.t-#)
hissant,is@,(h-#.i-i.ss-s.an-@.t-#)
hisse,is,(h-#.i-i.ss-s.e-#)
hissé,ise,(h-#.i-i.ss-s.é-e)
hissent,is,(h-#.i-i.ss-s.e-#.n-#.t-#)
hisser,ise,(h-#.i-i.ss-s.er-e)
hissèrent,isER,(h-#.i-i.ss-s.è-E.r-R.e-#.n-#.t-#)
hissez,ise,(h-#.i-i.ss-s.ez-e)
hissons,is§,(h-#.i-i.ss-s.on-§.s-#)
histoire,istwaR,(h-#.i-i.s-s.t-t.oi-wa.r-R.e-#)
histoires,istwaR,(h-#.i-i.s-s.t-t.oi-wa.r-R.e-#.s-#)
historien,istoRj5,(h-#.i-i.s-s.t-t.o-o.r-R.i-j.en-5)
historienne,istoRjEn,(h-#.i-i.s-s.t-t.o-o.r-R.i-j.enn-En.e-#)
historiens,istoRj5,(h-#.i-i.s-s.t-t.o-o.r-R.i-j.en-5.s-#)
historiette,istoRjEt,(h-#.i-i.s-s.t-t.o-o.r-R.i-j.e-E.tt-t.e-#)
historique,istoRik,(h-#.i-i.s-s.t-t.o-o.r-R.i-i.qu-k.e-#)
historique,istoRik,(h-#.i-i.s-s.t-t.o-o.r-R.i-i.qu-k.e-#)
historiquement,istoRikm@,(h-#.i-i.s-s.t-t.o-o.r-R.i-i.qu-k.e-#.m-m.en-@.t-#)
historiques,istoRik,(h-#.i-i.s-s.t-t.o-o.r-R.i-i.qu-k.e-#.s-#)
hiver,ivER,(h-#.i-i.v-v.er-ER)
hivernage,ivERnaZ,(h-#.i-i.v-v.e-E.r-R.n-n.a-a.g-Z.e-#)
hivernal,ivERnal,(h-#.i-i.v-v.e-E.r-R.n-n.a-a.l-l)
hivernale,ivERnal,(h-#.i-i.v-v.e-E.r-R.n-n.a-a.l-l.e-#)
hivernaux,ivERnO,(h-#.i-i.v-v.e-E.r-R.n-n.au-O.x-#)
hiverner,ivERne,(h-#.i-i.v-v.e-E.r-R.n-n.er-e)
hivernons,ivERn§,(h-#.i-i.v-v.e-E.r-R.n-n.on-§.s-#)
hivers,ivER,(h-#.i-i.v-v.e-E.r-R.s-#)
hocha,oSa,(h-#.o-o.ch-S.a-a)
hochaient,oSE,(h-#.o-o.ch-S.ai-E.e-#.n-#.t-#)
hochait,oSE,(h-#.o-o.ch-S.ai-E.t-#)
hochant,oS@,(h-#.o-o.ch-S.an-@.t-#)
hoche,oS,(h-#.o-o.ch-S.e-#)
hochement,oSm@,(h-#.o-o.ch-S.e-#.m-m.en-@.t-#)
hochements,oSm@,(h-#.o-o.ch-S.e-#.m-m.en-@.t-#.s-#)
hochent,oS,(h-#.o-o.ch-S.e-#.n-#.t-#)
hochet,oSE,(h-#.o-o.ch-S.e-E.t-#)
hochets,oSE,(h-#.o-o.ch-S.e-E.t-#.s-#)
hockey,okE,(h-#.o-o.ck-k.ey-E)
hodja,odZa,(h-#.o-o.d-d.j-Z.a-a)
hollandais,ol@dE,(h-#.o-o.ll-l.an-@.d-d.ai-E.s-#)
hollandais,ol@dE,(h-#.o-o.ll-l.an-@.d-d.ai-E.s-#)
hollandaise,ol@dEz,(h-#.o-o.ll-l.an-@.d-d.ai-E.s-z.e-#)
hollandaises,ol@dEz,(h-#.o-o.ll-l.an-@.d-d.ai-E.s-z.e-#.s-#)
hollande,ol@d,(h-#.o-o.ll-l.an-@.d-d.e-#)
hollywood,oliwud,(h-#.o-o.ll-l.y-i.w-w.oo-u.d-d)
homard,omaR,(h-#.o-o.m-m.a-a.r-R.d-#)
homards,omaR,(h-#.o-o.m-m.a-a.r-R.d-#.s-#)
hombre,§bR%,(h-#.om-§.b-b.r-R.e-%)
home,Om,(h-#.o-O.m-m.e-#)
homéopathiques,omeopatik,(h-#.o-o.m-m.é-e.o-o.p-p.a-a.th-t.i-i.qu-k.e-#.s-#)
hommage,omaZ,(h-#.o-o.mm-m.a-a.g-Z.e-#)
hommages,omaZ,(h-#.o-o.mm-m.a-a.g-Z.e-#.s-#)
homme,om,(h-#.o-o.mm-m.e-#)
hommes,om,(h-#.o-o.mm-m.e-#.s-#)
homo,OmO,(h-#.o-O.m-m.o-O)
homogène,omoZEn,(h-#.o-o.m-m.o-o.g-Z.è-E.n-n.e-#)
homographes,omogRaf,(h-#.o-o.m-m.o-o.g-g.r-R.a-a.ph-f.e-#.s-#)
homologue,omolog,(h-#.o-o.m-m.o-o.l-l.o-o.gu-g.e-#)
homonyme,omonim,(h-#.o-o.m-m.o-o.n-n.y-i.m-m.e-#)
homonyme,omonim,(h-#.o-o.m-m.o-o.n-n.y-i.m-m.e-#)
homonymes,omonim,(h-#.o-o.m-m.o-o.n-n.y-i.m-m.e-#.s-#)
homonymes,omonim,(h-#.o-o.m-m.o-o.n-n.y-i.m-m.e-#.s-#)
homophones,omofon,(h-#.o-o.m-m.o-o.ph-f.o-o.n-n.e-#.s-#)
homos,OmO,(h-#.o-O.m-m.o-O.s-#)
hongkong,§k§g,(h-#.on-§.g-#.k-k.on-§.g-g)
hongrie,§gRi,(h-#.on-§.g-g.r-R.i-i.e-#)
hongrois,§gRwa,(h-#.on-§.g-g.r-R.oi-wa.s-#)
hongrois,§gRwa,(h-#.on-§.g-g.r-R.oi-wa.s-#)
honnête,onEt,(h-#.o-o.nn-n.ê-E.t-t.e-#)
honnêtement,onEtm@,(h-#.o-o.nn-n.ê-E.t-t.e-#.m-m.en-@.t-#)
honnêtes,onEt,(h-#.o-o.nn-n.ê-E.t-t.e-#.s-#)
honnêteté,onEtte,(h-#.o-o.nn-n.ê-E.t-t.e-#.t-t.é-e)
honnêtetés,onEtte,(h-#.o-o.nn-n.ê-E.t-t.e-#.t-t.é-e.s-#)
honneur,on9R,(h-#.o-o.nn-n.eu-9.r-R)
honneurs,on9R,(h-#.o-o.nn-n.eu-9.r-R.s-#)
honorable,onoRabl%,(h-#.o-o.n-n.o-o.r-R.a-a.b-b.l-l.e-%)
honoraires,onoRER,(h-#.o-o.n-n.o-o.r-R.ai-E.r-R.e-#.s-#)
honorait,onoRE,(h-#.o-o.n-n.o-o.r-R.ai-E.t-#)
honorant,onoR@,(h-#.o-o.n-n.o-o.r-R.an-@.t-#)
honore,onoR,(h-#.o-o.n-n.o-o.r-R.e-#)
honoré,onoRe,(h-#.o-o.n-n.o-o.r-R.é-e)
honorée,onoRe,(h-#.o-o.n-n.o-o.r-R.é-e.e-#)
honorent,onoR,(h-#.o-o.n-n.o-o.r-R.e-#.n-#.t-#)
honorer,onoRe,(h-#.o-o.n-n.o-o.r-R.er-e)
honorés,onoRe,(h-#.o-o.n-n.o-o.r-R.é-e.s-#)
honorifique,onoRifik,(h-#.o-o.n-n.o-o.r-R.i-i.f-f.i-i.qu-k.e-#)
honorifiques,onoRifik,(h-#.o-o.n-n.o-o.r-R.i-i.f-f.i-i.qu-k.e-#.s-#)
honorine,onoRin,(h-#.o-o.n-n.o-o.r-R.i-i.n-n.e-#)
honte,§t,(h-#.on-§.t-t.e-#)
honteuse,§t9z,(h-#.on-§.t-t.eu-9.s-z.e-#)
honteusement,§t9zm@,(h-#.on-§.t-t.eu-9.s-z.e-#.m-m.en-@.t-#)
honteuses,§t9z,(h-#.on-§.t-t.eu-9.s-z.e-#.s-#)
honteux,§t9,(h-#.on-§.t-t.eu-9.x-#)
hôpital,opital,(h-#.ô-o.p-p.i-i.t-t.a-a.l-l)
hôpitaux,opitO,(h-#.ô-o.p-p.i-i.t-t.au-O.x-#)
hoquet,okE,(h-#.o-o.qu-k.e-E.t-#)
hoqueta,okta,(h-#.o-o.qu-k.e-#.t-t.a-a)
hoquetait,oktE,(h-#.o-o.qu-k.e-#.t-t.ai-E.t-#)
hoquetant,okt@,(h-#.o-o.qu-k.e-#.t-t.an-@.t-#)
hoquetons,okt§,(h-#.o-o.qu-k.e-#.t-t.on-§.s-#)
hoquets,okE,(h-#.o-o.qu-k.e-E.t-#.s-#)
hoquette,okEt,(h-#.o-o.qu-k.e-E.tt-t.e-#)
horaire,oRER,(h-#.o-o.r-R.ai-E.r-R.e-#)
horaire,oRER,(h-#.o-o.r-R.ai-E.r-R.e-#)
horaires,oRER,(h-#.o-o.r-R.ai-E.r-R.e-#.s-#)
horaires,oRER,(h-#.o-o.r-R.ai-E.r-R.e-#.s-#)
horde,oRd%,(h-#.o-o.r-R.d-d.e-%)
hordes,oRd%,(h-#.o-o.r-R.d-d.e-%.s-#)
horizon,oRiz§,(h-#.o-o.r-R.i-i.z-z.on-§)
horizons,oRiz§,(h-#.o-o.r-R.i-i.z-z.on-§.s-#)
horizontal,oRiz§tal,(h-#.o-o.r-R.i-i.z-z.on-§.t-t.a-a.l-l)
horizontale,oRiz§tal,(h-#.o-o.r-R.i-i.z-z.on-§.t-t.a-a.l-l.e-#)
horizontalement,oRiz§talm@,(h-#.o-o.r-R.i-i.z-z.on-§.t-t.a-a.l-l.e-#.m-m.en-@.t-#)
horizontales,oRiz§tal,(h-#.o-o.r-R.i-i.z-z.on-§.t-t.a-a.l-l.e-#.s-#)
horizontaux,oRiz§tO,(h-#.o-o.r-R.i-i.z-z.on-§.t-t.au-O.x-#)
horloge,oRloZ,(h-#.o-o.r-R.l-l.o-o.g-Z.e-#)
horloger,oRloZe,(h-#.o-o.r-R.l-l.o-o.g-Z.er-e)
horloger,oRloZe,(h-#.o-o.r-R.l-l.o-o.g-Z.er-e)
horlogers,oRloZe,(h-#.o-o.r-R.l-l.o-o.g-Z.er-e.s-#)
horloges,oRloZ,(h-#.o-o.r-R.l-l.o-o.g-Z.e-#.s-#)
hormis,oRmi,(h-#.o-o.r-R.m-m.i-i.s-#)
horoscope,oRoskop,(h-#.o-o.r-R.o-o.s-s.c-k.o-o.p-p.e-#)
horoscopes,oRoskop,(h-#.o-o.r-R.o-o.s-s.c-k.o-o.p-p.e-#.s-#)
horreur,oR9R,(h-#.o-o.rr-R.eu-9.r-R)
horreurs,oR9R,(h-#.o-o.rr-R.eu-9.r-R.s-#)
horrible,oRibl%,(h-#.o-o.rr-R.i-i.b-b.l-l.e-%)
horriblement,oRibl%m@,(h-#.o-o.rr-R.i-i.b-b.l-l.e-%.m-m.en-@.t-#)
horribles,oRibl%,(h-#.o-o.rr-R.i-i.b-b.l-l.e-%.s-#)
horrifia,oRifja,(h-#.o-o.rr-R.i-i.f-f.i-j.a-a)
horrifié,oRifje,(h-#.o-o.rr-R.i-i.f-f.i-j.é-e)
horrifié,oRifje,(h-#.o-o.rr-R.i-i.f-f.i-j.é-e)
horrifiée,oRifje,(h-#.o-o.rr-R.i-i.f-f.i-j.é-e.e-#)
horrifiée,oRifje,(h-#.o-o.rr-R.i-i.f-f.i-j.é-e.e-#)
horrifiés,oRifje,(h-#.o-o.rr-R.i-i.f-f.i-j.é-e.s-#)
horripilant,oRipil@,(h-#.o-o.rr-R.i-i.p-p.i-i.l-l.an-@.t-#)
horripile,oRipil,(h-#.o-o.rr-R.i-i.p-p.i-i.l-l.e-#)
horripiler,oRipile,(h-#.o-o.rr-R.i-i.p-p.i-i.l-l.er-e)
hors,oR,(h-#.o-o.r-R.s-#)
hortense,oRt@s,(h-#.o-o.r-R.t-t.en-@.s-s.e-#)
hortensia,oRt@sja,(h-#.o-o.r-R.t-t.en-@.s-s.i-j.a-a)
hortensias,oRt@sja,(h-#.o-o.r-R.t-t.en-@.s-s.i-j.a-a.s-#)
horticulture,oRtikyltyR,(h-#.o-o.r-R.t-t.i-i.c-k.u-y.l-l.t-t.u-y.r-R.e-#)
hospice,ospis,(h-#.o-o.s-s.p-p.i-i.c-s.e-#)
hospices,ospis,(h-#.o-o.s-s.p-p.i-i.c-s.e-#.s-#)
hospitalier,ospitalje,(h-#.o-o.s-s.p-p.i-i.t-t.a-a.l-l.i-j.er-e)
hospitalier,ospitalje,(h-#.o-o.s-s.p-p.i-i.t-t.a-a.l-l.i-j.er-e)
hospitalisation,ospitalizasj§,(h-#.o-o.s-s.p-p.i-i.t-t.a-a.l-l.i-i.s-z.a-a.t-s.i-j.on-§)
hospitalisé,ospitalize,(h-#.o-o.s-s.p-p.i-i.t-t.a-a.l-l.i-i.s-z.é-e)
hospitaliser,ospitalize,(h-#.o-o.s-s.p-p.i-i.t-t.a-a.l-l.i-i.s-z.er-e)
hospitalisés,ospitalize,(h-#.o-o.s-s.p-p.i-i.t-t.a-a.l-l.i-i.s-z.é-e.s-#)
hospitalité,ospitalite,(h-#.o-o.s-s.p-p.i-i.t-t.a-a.l-l.i-i.t-t.é-e)
hostile,ostil,(h-#.o-o.s-s.t-t.i-i.l-l.e-#)
hostilité,ostilite,(h-#.o-o.s-s.t-t.i-i.l-l.i-i.t-t.é-e)
hôte,Ot,(h-#.ô-O.t-t.e-#)
hôtel,OtEl,(h-#.ô-O.t-t.e-E.l-l)
hôtelier,Ot%lje,(h-#.ô-O.t-t.e-%.l-l.i-j.er-e)
hôtellerie,OtElRi,(h-#.ô-O.t-t.e-E.ll-l.e-#.r-R.i-i.e-#)
hôtels,OtEl,(h-#.ô-O.t-t.e-E.l-l.s-#)
hôtes,Ot,(h-#.ô-O.t-t.e-#.s-#)
hôtesse,OtEs,(h-#.ô-O.t-t.e-E.ss-s.e-#)
hôtesses,OtEs,(h-#.ô-O.t-t.e-E.ss-s.e-#.s-#)
hotte,ot,(h-#.o-o.tt-t.e-#)
houblon,ubl§,(h-#.ou-u.b-b.l-l.on-§)
houe,u,(h-#.ou-u.e-#)
houille,uj,(h-#.ou-u.ill-j.e-#)
houle,ul,(h-#.ou-u.l-l.e-#)
houles,ul,(h-#.ou-u.l-l.e-#.s-#)
houleuse,ul9z,(h-#.ou-u.l-l.eu-9.s-z.e-#)
houleux,ul9,(h-#.ou-u.l-l.eu-9.x-#)
houpe,up,(h-#.ou-u.p-p.e-#)
houppe,up,(h-#.ou-u.pp-p.e-#)
houppelande,upl@d,(h-#.ou-u.pp-p.e-#.l-l.an-@.d-d.e-#)
hourra,uRa,(h-#.ou-u.rr-R.a-a)
houspillant,uspij@,(h-#.ou-u.s-s.p-p.ill-ij.an-@.t-#)
houspiller,uspije,(h-#.ou-u.s-s.p-p.ill-ij.er-e)
housse,us,(h-#.ou-u.ss-s.e-#)
housses,us,(h-#.ou-u.ss-s.e-#.s-#)
houston,juston,(h-j.ou-u.s-s.t-t.on-on)
houx,u,(h-#.ou-u.x-#)
huant,8@,(h-#.u-8.an-@.t-#)
hubert,ybER,(h-#.u-y.b-b.e-E.r-R.t-#)
hublot,yblO,(h-#.u-y.b-b.l-l.o-O.t-#)
hublots,yblO,(h-#.u-y.b-b.l-l.o-O.t-#.s-#)
huche,yS,(h-#.u-y.ch-S.e-#)
huck,9k,(h-#.u-9.ck-k)
hue,y,(h-#.u-y.e-#)
hué,8e,(h-#.u-8.é-e)
huées,8e,(h-#.u-8.é-e.e-#.s-#)
huer,8e,(h-#.u-8.er-e)
hugo,ygO,(h-#.u-y.g-g.o-O)
huguenot,ygnO,(h-#.u-y.gu-g.e-#.n-n.o-O.t-#)
huguenot,ygnO,(h-#.u-y.gu-g.e-#.n-n.o-O.t-#)
huguenots,ygnO,(h-#.u-y.gu-g.e-#.n-n.o-O.t-#.s-#)
huguenots,ygnO,(h-#.u-y.gu-g.e-#.n-n.o-O.t-#.s-#)
hugues,yg,(h-#.u-y.gu-g.e-#.s-#)
huilait,8ilE,(h-#.u-8.i-i.l-l.ai-E.t-#)
huile,8il,(h-#.u-8.i-i.l-l.e-#)
huile,8il,(h-#.u-8.i-i.l-l.e-#)
huilée,8ile,(h-#.u-8.i-i.l-l.é-e.e-#)
huiles,8il,(h-#.u-8.i-i.l-l.e-#.s-#)
huileuses,8il9z,(h-#.u-8.i-i.l-l.eu-9.s-z.e-#.s-#)
huiliez,8ilje,(h-#.u-8.i-i.l-l.i-j.ez-e)
huis,8i,(h-#.u-8.i-i.s-#)
huissier,8isje,(h-#.u-8.i-i.ss-s.i-j.er-e)
huissiers,8isje,(h-#.u-8.i-i.ss-s.i-j.er-e.s-#)
huit,8it,(h-#.u-8.i-i.t-t)
huitaine,8itEn,(h-#.u-8.i-i.t-t.ai-E.n-n.e-#)
huitième,8itjEm,(h-#.u-8.i-i.t-t.i-j.è-E.m-m.e-#)
huitième,8itjEm,(h-#.u-8.i-i.t-t.i-j.è-E.m-m.e-#)
huitièmes,8itjEm,(h-#.u-8.i-i.t-t.i-j.è-E.m-m.e-#.s-#)
huître,8itR%,(h-#.u-8.î-i.t-t.r-R.e-%)
huîtres,8itR%,(h-#.u-8.î-i.t-t.r-R.e-%.s-#)
hulotte,ylot,(h-#.u-y.l-l.o-o.tt-t.e-#)
hulula,ylyla,(h-#.u-y.l-l.u-y.l-l.a-a)
hulule,ylyl,(h-#.u-y.l-l.u-y.l-l.e-#)
hululement,ylylm@,(h-#.u-y.l-l.u-y.l-l.e-#.m-m.en-@.t-#)
hululent,ylyl,(h-#.u-y.l-l.u-y.l-l.e-#.n-#.t-#)
hululer,ylyle,(h-#.u-y.l-l.u-y.l-l.er-e)
huma,yma,(h-#.u-y.m-m.a-a)
humain,ym5,(h-#.u-y.m-m.ain-5)
humain,ym5,(h-#.u-y.m-m.ain-5)
humaine,ymEn,(h-#.u-y.m-m.ai-E.n-n.e-#)
humaine,ymEn,(h-#.u-y.m-m.ai-E.n-n.e-#)
humaines,ymEn,(h-#.u-y.m-m.ai-E.n-n.e-#.s-#)
humains,ym5,(h-#.u-y.m-m.ain-5.s-#)
humains,ym5,(h-#.u-y.m-m.ain-5.s-#)
humait,ymE,(h-#.u-y.m-m.ai-E.t-#)
humanitaire,ymanitER,(h-#.u-y.m-m.a-a.n-n.i-i.t-t.ai-E.r-R.e-#)
humanité,ymanite,(h-#.u-y.m-m.a-a.n-n.i-i.t-t.é-e)
humant,ym@,(h-#.u-y.m-m.an-@.t-#)
humble,1bl%,(h-#.um-1.b-b.l-l.e-%)
humblement,1bl%m@,(h-#.um-1.b-b.l-l.e-%.m-m.en-@.t-#)
humbles,1bl%,(h-#.um-1.b-b.l-l.e-%.s-#)
hume,ym,(h-#.u-y.m-m.e-#)
humectée,ymEkte,(h-#.u-y.m-m.e-E.c-k.t-t.é-e.e-#)
humecter,ymEkte,(h-#.u-y.m-m.e-E.c-k.t-t.er-e)
humectez,ymEkte,(h-#.u-y.m-m.e-E.c-k.t-t.ez-e)
humer,yme,(h-#.u-y.m-m.er-e)
humeur,ym9R,(h-#.u-y.m-m.eu-9.r-R)
humeurs,ym9R,(h-#.u-y.m-m.eu-9.r-R.s-#)
humide,ymid,(h-#.u-y.m-m.i-i.d-d.e-#)
humides,ymid,(h-#.u-y.m-m.i-i.d-d.e-#.s-#)
humidifie,ymidifi,(h-#.u-y.m-m.i-i.d-d.i-i.f-f.i-i.e-#)
humidifiez,ymidifje,(h-#.u-y.m-m.i-i.d-d.i-i.f-f.i-j.ez-e)
humidité,ymidite,(h-#.u-y.m-m.i-i.d-d.i-i.t-t.é-e)
humiliaient,ymiljE,(h-#.u-y.m-m.i-i.l-l.i-j.ai-E.e-#.n-#.t-#)
humiliant,ymilj@,(h-#.u-y.m-m.i-i.l-l.i-j.an-@.t-#)
humiliation,ymiljasj§,(h-#.u-y.m-m.i-i.l-l.i-j.a-a.t-s.i-j.on-§)
humilié,ymilje,(h-#.u-y.m-m.i-i.l-l.i-j.é-e)
humilié,ymilje,(h-#.u-y.m-m.i-i.l-l.i-j.é-e)
humilier,ymilje,(h-#.u-y.m-m.i-i.l-l.i-j.er-e)
humilité,ymilite,(h-#.u-y.m-m.i-i.l-l.i-i.t-t.é-e)
humoriste,ymoRist%,(h-#.u-y.m-m.o-o.r-R.i-i.s-s.t-t.e-%)
humoriste,ymoRist%,(h-#.u-y.m-m.o-o.r-R.i-i.s-s.t-t.e-%)
humoristes,ymoRist%,(h-#.u-y.m-m.o-o.r-R.i-i.s-s.t-t.e-%.s-#)
humoristique,ymoRistik,(h-#.u-y.m-m.o-o.r-R.i-i.s-s.t-t.i-i.qu-k.e-#)
